status,cocos4_symbol,cocos4_kind,cocos4_module,cocos4_path,cocos4_line,rust_symbol,rust_kind,rust_module,rust_path,rust_line,notes,cocos4_signature,rust_signature
rust-only,,,,,,record_atom_play,fn,agi_minigame,src/agi_minigame/player.rs,190,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn record_atom_play(&mut self, atom_id: &str, score: u64) {"
rust-only,,,,,,get_atom_mastery,fn,agi_minigame,src/agi_minigame/player.rs,211,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_atom_mastery(&self, atom_id: &str) -> Option<&AtomMastery> {"
rust-only,,,,,,is_atom_unlocked,fn,agi_minigame,src/agi_minigame/player.rs,215,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn is_atom_unlocked(&self, atom_id: &str) -> bool {"
rust-only,,,,,,UnifiedWorldState,struct,agi_minigame,src/agi_minigame/world_state.rs,10,Rust public symbol not matched to an exported cocos4 symbol,,pub struct UnifiedWorldState {
rust-only,,,,,,ActiveGameplayInfo,struct,agi_minigame,src/agi_minigame/world_state.rs,22,Rust public symbol not matched to an exported cocos4 symbol,,pub struct ActiveGameplayInfo {
rust-only,,,,,,GameplayRecord,struct,agi_minigame,src/agi_minigame/world_state.rs,29,Rust public symbol not matched to an exported cocos4 symbol,,pub struct GameplayRecord {
rust-only,,,,,,RewardInfo,struct,agi_minigame,src/agi_minigame/world_state.rs,38,Rust public symbol not matched to an exported cocos4 symbol,,pub struct RewardInfo {
rust-only,,,,,,SharedWorld,struct,agi_minigame,src/agi_minigame/world_state.rs,44,Rust public symbol not matched to an exported cocos4 symbol,,pub struct SharedWorld {
rust-only,,,,,,WorldEvent,struct,agi_minigame,src/agi_minigame/world_state.rs,52,Rust public symbol not matched to an exported cocos4 symbol,,pub struct WorldEvent {
rust-only,,,,,,Announcement,struct,agi_minigame,src/agi_minigame/world_state.rs,63,Rust public symbol not matched to an exported cocos4 symbol,,pub struct Announcement {
rust-only,,,,,,SeasonInfo,struct,agi_minigame,src/agi_minigame/world_state.rs,71,Rust public symbol not matched to an exported cocos4 symbol,,pub struct SeasonInfo {
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/world_state.rs,81,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(player: PlayerProfile) -> Self {
rust-only,,,,,,set_active_gameplay,fn,agi_minigame,src/agi_minigame/world_state.rs,94,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn set_active_gameplay(&mut self, gameplay_type: GameplayType, state: GameplayState) {"
rust-only,,,,,,clear_active_gameplay,fn,agi_minigame,src/agi_minigame/world_state.rs,103,Rust public symbol not matched to an exported cocos4 symbol,,pub fn clear_active_gameplay(&mut self) -> Option<GameplayState> {
rust-only,,,,,,record_gameplay,fn,agi_minigame,src/agi_minigame/world_state.rs,107,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn record_gameplay(&mut self, record: GameplayRecord) {"
rust-only,,,,,,get_player_stats,fn,agi_minigame,src/agi_minigame/world_state.rs,126,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_player_stats(&self) -> PlayerStats {
rust-only,,,,,,get_global,fn,agi_minigame,src/agi_minigame/world_state.rs,149,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_global(&self, key: &str) -> Option<&Value> {"
rust-only,,,,,,set_global,fn,agi_minigame,src/agi_minigame/world_state.rs,153,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn set_global(&mut self, key: &str, value: Value) {"
rust-only,,,,,,new,fn,agi_minigame,src/agi_minigame/world_state.rs,159,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new() -> Self {
rust-only,,,,,,add_event,fn,agi_minigame,src/agi_minigame/world_state.rs,168,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_event(&mut self, event: WorldEvent) {"
rust-only,,,,,,get_active_events,fn,agi_minigame,src/agi_minigame/world_state.rs,172,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_active_events(&self) -> Vec<&WorldEvent> {
rust-only,,,,,,remove_event,fn,agi_minigame,src/agi_minigame/world_state.rs,179,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn remove_event(&mut self, event_id: &str) {"
rust-only,,,,,,set_variable,fn,agi_minigame,src/agi_minigame/world_state.rs,183,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn set_variable(&mut self, key: &str, value: Value) {"
rust-only,,,,,,get_variable,fn,agi_minigame,src/agi_minigame/world_state.rs,187,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_variable(&self, key: &str) -> Option<&Value> {"
rust-only,,,,,,add_announcement,fn,agi_minigame,src/agi_minigame/world_state.rs,191,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_announcement(&mut self, announcement: Announcement) {"
rust-only,,,,,,PlayerStats,struct,agi_minigame,src/agi_minigame/world_state.rs,203,Rust public symbol not matched to an exported cocos4 symbol,,pub struct PlayerStats {
rust-only,,,,,,BaseApplication,trait,application,src/application/mod.rs,11,Rust public symbol not matched to an exported cocos4 symbol,,pub trait BaseApplication: RefCounted {
rust-only,,,,,,ApplicationManager,trait,application,src/application/mod.rs,17,Rust public symbol not matched to an exported cocos4 symbol,,pub trait ApplicationManager: RefCounted {
rust-only,,,,,,PlatformInterface,trait,application,src/application/mod.rs,21,Rust public symbol not matched to an exported cocos4 symbol,,pub trait PlatformInterface: RefCounted {
rust-only,,,,,,AppConfig,struct,application,src/application/mod.rs,26,Rust public symbol not matched to an exported cocos4 symbol,,pub struct AppConfig {
rust-only,,,,,,GameTime,struct,application,src/application/mod.rs,50,Rust public symbol not matched to an exported cocos4 symbol,,pub struct GameTime {
rust-only,,,,,,new,fn,application,src/application/mod.rs,60,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new() -> Self {
rust-only,,,,,,update,fn,application,src/application/mod.rs,71,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn update(&mut self, dt: f32) {"
rust-only,,,,,,AppState,enum,application,src/application/mod.rs,93,Rust public symbol not matched to an exported cocos4 symbol,,pub enum AppState {
rust-only,,,,,,UpdateCallback,type,application,src/application/mod.rs,100,Rust public symbol not matched to an exported cocos4 symbol,,pub type UpdateCallback = Box<dyn Fn(f32) + Send + Sync>;
rust-only,,,,,,LifecycleCallback,type,application,src/application/mod.rs,101,Rust public symbol not matched to an exported cocos4 symbol,,pub type LifecycleCallback = Box<dyn Fn() + Send + Sync>;
rust-only,,,,,,GameLoop,struct,application,src/application/mod.rs,103,Rust public symbol not matched to an exported cocos4 symbol,,pub struct GameLoop {
rust-only,,,,,,new,fn,application,src/application/mod.rs,115,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(config: AppConfig) -> Self {
rust-only,,,,,,add_on_update,fn,application,src/application/mod.rs,128,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_on_update<F>(&mut self, callback: F)"
rust-only,,,,,,add_on_start,fn,application,src/application/mod.rs,135,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_on_start<F>(&mut self, callback: F)"
rust-only,,,,,,add_on_pause,fn,application,src/application/mod.rs,142,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_on_pause<F>(&mut self, callback: F)"
rust-only,,,,,,add_on_resume,fn,application,src/application/mod.rs,149,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_on_resume<F>(&mut self, callback: F)"
rust-only,,,,,,add_on_stop,fn,application,src/application/mod.rs,156,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn add_on_stop<F>(&mut self, callback: F)"
rust-only,,,,,,start,fn,application,src/application/mod.rs,163,Rust public symbol not matched to an exported cocos4 symbol,,pub fn start(&mut self) {
rust-only,,,,,,pause,fn,application,src/application/mod.rs,172,Rust public symbol not matched to an exported cocos4 symbol,,pub fn pause(&mut self) {
rust-only,,,,,,resume,fn,application,src/application/mod.rs,181,Rust public symbol not matched to an exported cocos4 symbol,,pub fn resume(&mut self) {
rust-only,,,,,,stop,fn,application,src/application/mod.rs,190,Rust public symbol not matched to an exported cocos4 symbol,,pub fn stop(&mut self) {
rust-only,,,,,,tick,fn,application,src/application/mod.rs,199,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn tick(&mut self, dt: f32) {"
rust-only,,,,,,is_running,fn,application,src/application/mod.rs,209,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_running(&self) -> bool {
rust-only,,,,,,is_paused,fn,application,src/application/mod.rs,213,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_paused(&self) -> bool {
rust-only,,,,,,get_fps,fn,application,src/application/mod.rs,217,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_fps(&self) -> f32 {
rust-only,,,,,,get_total_time,fn,application,src/application/mod.rs,221,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_total_time(&self) -> f64 {
rust-only,,,,,,get_frame_count,fn,application,src/application/mod.rs,225,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_frame_count(&self) -> u64 {
rust-only,,,,,,AppManager,struct,application,src/application/mod.rs,236,Rust public symbol not matched to an exported cocos4 symbol,,pub struct AppManager {
rust-only,,,,,,new,fn,application,src/application/mod.rs,251,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(config: AppConfig) -> Self {
rust-only,,,,,,start,fn,application,src/application/mod.rs,258,Rust public symbol not matched to an exported cocos4 symbol,,pub fn start(&mut self) {
rust-only,,,,,,pause,fn,application,src/application/mod.rs,262,Rust public symbol not matched to an exported cocos4 symbol,,pub fn pause(&mut self) {
rust-only,,,,,,resume,fn,application,src/application/mod.rs,266,Rust public symbol not matched to an exported cocos4 symbol,,pub fn resume(&mut self) {
rust-only,,,,,,stop,fn,application,src/application/mod.rs,270,Rust public symbol not matched to an exported cocos4 symbol,,pub fn stop(&mut self) {
rust-only,,,,,,tick,fn,application,src/application/mod.rs,274,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn tick(&mut self, dt: f32) {"
rust-only,,,,,,RenderWindow,struct,application,src/application/root.rs,37,Rust public symbol not matched to an exported cocos4 symbol,,pub struct RenderWindow {
rust-only,,,,,,new,fn,application,src/application/root.rs,46,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn new(id: u32, info: &RenderWindowInfo) -> Self {"
rust-only,,,,,,resize,fn,application,src/application/root.rs,56,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn resize(&mut self, width: u32, height: u32) {"
rust-only,,,,,,Root,struct,application,src/application/root.rs,62,Rust public symbol not matched to an exported cocos4 symbol,,pub struct Root {
rust-only,,,,,,new,fn,application,src/application/root.rs,81,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new() -> Self {
rust-only,,,,,,initialize,fn,application,src/application/root.rs,98,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn initialize(&mut self, info: &RootInfo) -> bool {"
rust-only,,,,,,destroy,fn,application,src/application/root.rs,107,Rust public symbol not matched to an exported cocos4 symbol,,pub fn destroy(&mut self) {
rust-only,,,,,,resize,fn,application,src/application/root.rs,114,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn resize(&mut self, width: u32, height: u32) {"
rust-only,,,,,,frame_move,fn,application,src/application/root.rs,123,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn frame_move(&mut self, delta_time: f32) {"
rust-only,,,,,,set_pipeline,fn,application,src/application/root.rs,134,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn set_pipeline(&mut self, pipeline: RenderPipeline) {"
rust-only,,,,,,get_pipeline,fn,application,src/application/root.rs,138,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_pipeline(&self) -> Option<&RenderPipeline> {
rust-only,,,,,,get_pipeline_mut,fn,application,src/application/root.rs,142,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_pipeline_mut(&mut self) -> Option<&mut RenderPipeline> {
rust-only,,,,,,on_global_pipeline_state_changed,fn,application,src/application/root.rs,146,Rust public symbol not matched to an exported cocos4 symbol,,pub fn on_global_pipeline_state_changed(&mut self) {
rust-only,,,,,,create_window,fn,application,src/application/root.rs,152,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn create_window(&mut self, info: RenderWindowInfo) -> u32 {"
rust-only,,,,,,destroy_window,fn,application,src/application/root.rs,163,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn destroy_window(&mut self, id: u32) {"
rust-only,,,,,,destroy_windows,fn,application,src/application/root.rs,170,Rust public symbol not matched to an exported cocos4 symbol,,pub fn destroy_windows(&mut self) {
rust-only,,,,,,get_window,fn,application,src/application/root.rs,175,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_window(&self, id: u32) -> Option<&RenderWindow> {"
rust-only,,,,,,get_main_window,fn,application,src/application/root.rs,179,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_main_window(&self) -> Option<&RenderWindow> {
rust-only,,,,,,get_main_window_mut,fn,application,src/application/root.rs,183,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_main_window_mut(&mut self) -> Option<&mut RenderWindow> {
rust-only,,,,,,create_scene,fn,application,src/application/root.rs,191,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn create_scene(&mut self, info: RenderSceneInfo) -> usize {"
rust-only,,,,,,destroy_scene,fn,application,src/application/root.rs,198,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn destroy_scene(&mut self, index: usize) {"
rust-only,,,,,,destroy_scenes,fn,application,src/application/root.rs,205,Rust public symbol not matched to an exported cocos4 symbol,,pub fn destroy_scenes(&mut self) {
rust-only,,,,,,get_scene,fn,application,src/application/root.rs,212,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_scene(&self, index: usize) -> Option<&RenderScene> {"
rust-only,,,,,,get_scene_mut,fn,application,src/application/root.rs,216,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_scene_mut(&mut self, index: usize) -> Option<&mut RenderScene> {"
rust-only,,,,,,get_scene_count,fn,application,src/application/root.rs,220,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_scene_count(&self) -> usize {
rust-only,,,,,,create_camera,fn,application,src/application/root.rs,224,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn create_camera(&mut self, scene_index: usize, _name: &str) -> Option<usize> {"
rust-only,,,,,,create_model,fn,application,src/application/root.rs,231,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn create_model(&mut self, scene_index: usize) -> Option<u64> {"
rust-only,,,,,,create_directional_light,fn,application,src/application/root.rs,239,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn create_directional_light(&mut self, scene_index: usize) -> bool {"
rust-only,,,,,,create_spot_light,fn,application,src/application/root.rs,249,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn create_spot_light(&mut self, scene_index: usize) -> Option<usize> {"
rust-only,,,,,,create_point_light,fn,application,src/application/root.rs,256,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn create_point_light(&mut self, scene_index: usize) -> Option<usize> {"
rust-only,,,,,,create_sphere_light,fn,application,src/application/root.rs,263,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn create_sphere_light(&mut self, scene_index: usize) -> Option<usize> {"
rust-only,,,,,,AudioFormat,enum,audio,src/audio/decoder.rs,7,Rust public symbol not matched to an exported cocos4 symbol,,pub enum AudioFormat {
rust-only,,,,,,AudioDecoderInfo,struct,audio,src/audio/decoder.rs,17,Rust public symbol not matched to an exported cocos4 symbol,,pub struct AudioDecoderInfo {
rust-only,,,,,,PcmAudioDecoder,struct,audio,src/audio/decoder.rs,37,Rust public symbol not matched to an exported cocos4 symbol,,pub struct PcmAudioDecoder {
